Student_ID,Subject,Study_Hours,Sleep_Hours,Attendance_Pct,Assignments_Completed,Daily_Consistency,Study_Days_Remaining,Previous_Marks,Final_Marks
77,Data Analytics,2.7,6.0,88.1,77.3,2,38,68.0,49.3
77,Operating Systems,6.8,6.0,88.1,77.3,2,38,55.4,65.4
77,Algorithms,5.0,6.0,88.1,77.3,2,38,71.2,60.6
78,Python Programming,5.7,4.0,80.3,76.2,2,39,69.3,60.3
78,DBMS,6.0,4.0,80.3,76.2,2,39,47.8,57.1
78,Data Analytics,3.3,4.0,80.3,76.2,2,39,41.3,41.2
78,Operating Systems,2.1,4.0,80.3,76.2,2,39,52.3,44.5
78,Algorithms,7.5,4.0,80.3,76.2,2,39,71.6,69.8
79,Python Programming,3.8,6.7,60.3,67.3,7,39,48.1,60.5
79,DBMS,3.6,6.7,60.3,67.3,7,39,43.7,54.0
79,Data Analytics,7.8,6.7,60.3,67.3,7,39,63.8,76.0
79,Operating Systems,3.2,6.7,60.3,67.3,7,39,67.8,56.3
79,Algorithms,5.5,6.7,60.3,67.3,7,39,51.9,61.6
80,Python Programming,4.2,8.8,95.3,92.2,4,38,43.2,51.2
80,DBMS,8.0,8.8,95.3,92.2,4,38,43.2,69.9
80,Data Analytics,1.8,8.8,95.3,92.2,4,38,56.7,56.8
80,Operating Systems,1.7,8.8,95.3,92.2,4,38,78.1,66.1
80,Algorithms,8.0,8.8,95.3,92.2,4,38,84.8,83.6
81,Python Programming,7.2,8.4,64.7,89.3,5,41,64.7,77.3
81,DBMS,2.4,8.4,64.7,89.3,5,41,60.2,65.2
81,Data Analytics,6.1,8.4,64.7,89.3,5,41,82.3,76.4
81,Operating Systems,1.1,8.4,64.7,89.3,5,41,62.9,54.3
81,Algorithms,2.8,8.4,64.7,89.3,5,41,81.8,67.9
82,Python Programming,2.4,5.3,81.1,89.0,2,25,43.6,43.4
82,DBMS,1.3,5.3,81.1,89.0,2,25,60.4,52.6
82,Data Analytics,4.5,5.3,81.1,89.0,2,25,54.6,49.5
82,Operating Systems,2.0,5.3,81.1,89.0,2,25,47.0,43.9
82,Algorithms,5.6,5.3,81.1,89.0,2,25,84.6,72.6
83,Python Programming,5.6,7.5,90.1,79.3,3,21,91.9,77.6
83,DBMS,6.7,7.5,90.1,79.3,3,21,44.2,64.8
83,Data Analytics,2.8,7.5,90.1,79.3,3,21,83.0,64.2
83,Operating Systems,6.8,7.5,90.1,79.3,3,21,67.2,66.8
83,Algorithms,2.6,7.5,90.1,79.3,3,21,88.9,55.7
84,Python Programming,1.3,6.8,90.1,76.3,6,41,42.1,57.9
84,DBMS,6.2,6.8,90.1,76.3,6,41,76.2,75.3
84,Data Analytics,1.2,6.8,90.1,76.3,6,41,68.0,58.5
84,Operating Systems,3.7,6.8,90.1,76.3,6,41,65.4,59.3
84,Algorithms,4.8,6.8,90.1,76.3,6,41,85.7,66.2
85,Python Programming,5.4,5.9,78.7,77.6,5,44,61.0,65.7
85,DBMS,2.4,5.9,78.7,77.6,5,44,46.7,57.1
85,Data Analytics,5.5,5.9,78.7,77.6,5,44,69.2,70.4
85,Operating Systems,1.3,5.9,78.7,77.6,5,44,93.3,60.2
85,Algorithms,7.9,5.9,78.7,77.6,5,44,73.1,80.8
86,Python Programming,3.6,7.8,95.3,78.4,5,13,63.8,60.0
86,DBMS,4.1,7.8,95.3,78.4,5,13,73.7,68.4
86,Data Analytics,7.2,7.8,95.3,78.4,5,13,75.5,78.1
86,Operating Systems,3.0,7.8,95.3,78.4,5,13,84.9,69.3
86,Algorithms,6.3,7.8,95.3,78.4,5,13,65.3,74.6
87,Python Programming,7.9,8.1,84.9,72.8,5,26,91.6,84.0
87,DBMS,1.3,8.1,84.9,72.8,5,26,49.1,53.1
87,Data Analytics,6.7,8.1,84.9,72.8,5,26,51.7,65.0
87,Operating Systems,4.5,8.1,84.9,72.8,5,26,86.2,75.3
87,Algorithms,5.1,8.1,84.9,72.8,5,26,68.0,77.7
88,Python Programming,6.3,4.4,85.7,77.4,6,29,48.8,58.4
88,DBMS,4.2,4.4,85.7,77.4,6,29,40.5,57.6
88,Data Analytics,7.9,4.4,85.7,77.4,6,29,45.5,61.7
88,Operating Systems,3.8,4.4,85.7,77.4,6,29,84.0,68.8
88,Algorithms,6.1,4.4,85.7,77.4,6,29,73.9,63.9
89,Python Programming,6.9,5.3,74.9,99.6,6,30,85.8,94.3
89,DBMS,1.1,5.3,74.9,99.6,6,30,81.2,66.0
89,Data Analytics,6.3,5.3,74.9,99.6,6,30,86.3,85.1
89,Operating Systems,4.3,5.3,74.9,99.6,6,30,67.6,65.5
89,Algorithms,5.5,5.3,74.9,99.6,6,30,82.9,71.2
90,Python Programming,1.2,6.5,75.4,100.0,7,25,49.2,50.8
90,DBMS,2.3,6.5,75.4,100.0,7,25,61.3,67.0
90,Data Analytics,4.6,6.5,75.4,100.0,7,25,79.8,74.2
90,Operating Systems,1.7,6.5,75.4,100.0,7,25,52.4,56.0
90,Algorithms,4.4,6.5,75.4,100.0,7,25,73.0,73.0
91,Python Programming,5.9,7.1,76.9,62.7,4,26,81.0,70.8
91,DBMS,7.9,7.1,76.9,62.7,4,26,51.5,66.9
91,Data Analytics,3.6,7.1,76.9,62.7,4,26,46.7,58.4
91,Operating Systems,6.1,7.1,76.9,62.7,4,26,53.0,58.7
91,Algorithms,6.6,7.1,76.9,62.7,4,26,82.2,72.5
92,Python Programming,5.8,8.6,70.9,100.0,2,31,94.5,74.1
92,DBMS,6.2,8.6,70.9,100.0,2,31,80.7,77.6
92,Data Analytics,2.2,8.6,70.9,100.0,2,31,78.5,63.3
92,Operating Systems,5.1,8.6,70.9,100.0,2,31,72.3,71.7
92,Algorithms,6.5,8.6,70.9,100.0,2,31,43.1,64.5
93,Python Programming,4.2,7.8,75.9,69.5,6,25,66.6,67.6
93,DBMS,1.9,7.8,75.9,69.5,6,25,44.4,50.8
93,Data Analytics,4.1,7.8,75.9,69.5,6,25,80.1,78.9
93,Operating Systems,6.4,7.8,75.9,69.5,6,25,48.7,61.0
93,Algorithms,6.3,7.8,75.9,69.5,6,25,76.1,76.7
94,Python Programming,2.7,6.7,79.0,60.7,5,18,55.0,48.1
94,DBMS,6.3,6.7,79.0,60.7,5,18,64.7,64.5
94,Data Analytics,1.4,6.7,79.0,60.7,5,18,89.9,61.1
94,Operating Systems,2.0,6.7,79.0,60.7,5,18,69.3,47.0
94,Algorithms,7.3,6.7,79.0,60.7,5,18,41.2,56.7
95,Python Programming,6.1,7.1,82.5,73.4,6,18,94.0,78.1
95,DBMS,2.8,7.1,82.5,73.4,6,18,76.0,66.4
95,Data Analytics,4.2,7.1,82.5,73.4,6,18,93.5,68.5
95,Operating Systems,5.3,7.1,82.5,73.4,6,18,59.2,62.9
95,Algorithms,7.0,7.1,82.5,73.4,6,18,70.9,71.7
96,Python Programming,6.0,7.1,69.8,90.2,3,43,69.9,57.7
96,DBMS,1.6,7.1,69.8,90.2,3,43,65.2,47.9
96,Data Analytics,7.6,7.1,69.8,90.2,3,43,86.7,79.5
96,Operating Systems,5.7,7.1,69.8,90.2,3,43,65.4,75.5
96,Algorithms,4.8,7.1,69.8,90.2,3,43,43.4,51.1
97,Python Programming,2.2,7.1,94.0,43.0,3,25,58.2,48.8
97,DBMS,6.3,7.1,94.0,43.0,3,25,68.6,66.5
97,Data Analytics,7.2,7.1,94.0,43.0,3,25,87.9,73.1
97,Operating Systems,2.7,7.1,94.0,43.0,3,25,64.8,57.2
97,Algorithms,4.8,7.1,94.0,43.0,3,25,67.4,59.6
98,Python Programming,7.8,5.9,83.0,62.8,2,9,51.2,55.8
98,DBMS,4.7,5.9,83.0,62.8,2,9,55.8,51.0
98,Data Analytics,5.4,5.9,83.0,62.8,2,9,83.9,67.9
98,Operating Systems,3.8,5.9,83.0,62.8,2,9,90.3,52.4
98,Algorithms,5.9,5.9,83.0,62.8,2,9,83.6,63.1
99,Python Programming,7.3,6.4,88.3,100.0,4,12,76.0,79.8
99,DBMS,2.1,6.4,88.3,100.0,4,12,64.2,55.5
99,Data Analytics,7.2,6.4,88.3,100.0,4,12,84.2,82.5
99,Operating Systems,4.5,6.4,88.3,100.0,4,12,93.2,77.8
99,Algorithms,5.7,6.4,88.3,100.0,4,12,74.9,73.5
100,Python Programming,6.0,6.6,68.1,65.9,4,8,89.0,74.2
100,DBMS,1.6,6.6,68.1,65.9,4,8,80.2,58.2
100,Data Analytics,6.7,6.6,68.1,65.9,4,8,69.7,66.6
100,Operating Systems,6.0,6.6,68.1,65.9,4,8,57.3,68.3
100,Algorithms,4.2,6.6,68.1,65.9,4,8,59.7,56.5
101,Python Programming,6.8,7.0,93.0,50.6,5,32,45.5,63.0
101,DBMS,2.7,7.0,93.0,50.6,5,32,47.8,47.4
101,Data Analytics,6.2,7.0,93.0,50.6,5,32,75.8,60.8
101,Operating Systems,5.3,7.0,93.0,50.6,5,32,59.4,62.0
101,Algorithms,7.9,7.0,93.0,50.6,5,32,74.9,81.9
102,Python Programming,2.6,5.8,83.7,61.2,3,24,86.0,62.2
102,DBMS,3.0,5.8,83.7,61.2,3,24,75.4,57.8
102,Data Analytics,3.1,5.8,83.7,61.2,3,24,51.7,58.9
102,Operating Systems,1.2,5.8,83.7,61.2,3,24,56.7,47.8
102,Algorithms,7.1,5.8,83.7,61.2,3,24,82.1,72.7
103,Python Programming,4.9,8.7,86.3,87.9,3,31,46.1,62.9
103,DBMS,4.1,8.7,86.3,87.9,3,31,65.3,66.2
103,Data Analytics,3.7,8.7,86.3,87.9,3,31,93.7,79.7
103,Operating Systems,1.8,8.7,86.3,87.9,3,31,63.2,56.7
103,Algorithms,7.0,8.7,86.3,87.9,3,31,56.1,73.1
104,Python Programming,7.1,7.5,82.0,90.0,2,23,46.2,74.7
104,DBMS,5.9,7.5,82.0,90.0,2,23,69.7,67.9
104,Data Analytics,1.1,7.5,82.0,90.0,2,23,65.8,51.5
104,Operating Systems,3.1,7.5,82.0,90.0,2,23,72.9,56.5
104,Algorithms,6.2,7.5,82.0,90.0,2,23,42.6,55.1
105,Python Programming,4.0,9.6,89.5,93.6,2,34,54.7,63.1
105,DBMS,6.5,9.6,89.5,93.6,2,34,71.5,69.7
105,Data Analytics,2.5,9.6,89.5,93.6,2,34,66.9,66.2
105,Operating Systems,6.2,9.6,89.5,93.6,2,34,68.9,68.4
105,Algorithms,3.4,9.6,89.5,93.6,2,34,49.1,58.2
106,Python Programming,2.6,6.6,94.3,76.1,4,32,83.3,56.7
106,DBMS,7.8,6.6,94.3,76.1,4,32,54.4,69.1
106,Data Analytics,7.9,6.6,94.3,76.1,4,32,54.8,61.9
106,Operating Systems,3.8,6.6,94.3,76.1,4,32,89.0,74.3
106,Algorithms,2.7,6.6,94.3,76.1,4,32,65.8,59.9
107,Python Programming,2.4,4.0,65.9,81.8,4,24,68.4,46.8
107,DBMS,1.0,4.0,65.9,81.8,4,24,40.4,37.4
107,Data Analytics,6.6,4.0,65.9,81.8,4,24,71.5,62.9
107,Operating Systems,4.6,4.0,65.9,81.8,4,24,56.1,54.5
107,Algorithms,1.6,4.0,65.9,81.8,4,24,73.9,55.9
108,Python Programming,3.7,5.8,76.8,74.0,2,5,80.1,52.7
108,DBMS,7.2,5.8,76.8,74.0,2,5,76.9,69.2
108,Data Analytics,3.1,5.8,76.8,74.0,2,5,79.5,47.8
108,Operating Systems,7.7,5.8,76.8,74.0,2,5,79.7,71.5
108,Algorithms,1.3,5.8,76.8,74.0,2,5,87.9,53.8
109,Python Programming,5.2,5.2,88.2,42.7,2,23,70.2,53.6
109,DBMS,7.3,5.2,88.2,42.7,2,23,62.2,66.4
109,Data Analytics,3.9,5.2,88.2,42.7,2,23,75.5,51.1
109,Operating Systems,5.5,5.2,88.2,42.7,2,23,88.8,64.9
109,Algorithms,2.0,5.2,88.2,42.7,2,23,46.4,52.0
110,Python Programming,6.7,6.5,77.0,75.9,7,44,78.2,74.1
110,DBMS,4.7,6.5,77.0,75.9,7,44,64.7,66.2
110,Data Analytics,7.4,6.5,77.0,75.9,7,44,84.4,78.3
110,Operating Systems,2.5,6.5,77.0,75.9,7,44,65.7,66.1
110,Algorithms,3.8,6.5,77.0,75.9,7,44,44.3,55.6
111,Python Programming,4.2,7.2,91.2,95.9,7,7,71.9,72.3
111,DBMS,6.3,7.2,91.2,95.9,7,7,45.4,69.2
111,Data Analytics,3.8,7.2,91.2,95.9,7,7,68.9,70.9
111,Operating Systems,4.6,7.2,91.2,95.9,7,7,49.1,64.8
111,Algorithms,6.3,7.2,91.2,95.9,7,7,92.1,87.6
112,Python Programming,6.5,4.0,82.3,53.8,3,35,72.8,68.8
112,DBMS,1.7,4.0,82.3,53.8,3,35,86.6,59.3
112,Data Analytics,5.1,4.0,82.3,53.8,3,35,70.8,58.4
112,Operating Systems,1.7,4.0,82.3,53.8,3,35,49.2,40.3
112,Algorithms,2.0,4.0,82.3,53.8,3,35,45.5,41.8
113,Python Programming,1.9,4.8,62.3,71.1,7,34,86.0,69.4
113,DBMS,3.6,4.8,62.3,71.1,7,34,60.6,44.5
113,Data Analytics,8.0,4.8,62.3,71.1,7,34,70.0,68.0
113,Operating Systems,1.6,4.8,62.3,71.1,7,34,73.4,56.0
113,Algorithms,4.7,4.8,62.3,71.1,7,34,49.3,59.0
114,Python Programming,3.4,6.3,86.6,59.0,4,25,54.9,49.0
114,DBMS,7.8,6.3,86.6,59.0,4,25,70.7,76.9
114,Data Analytics,2.0,6.3,86.6,59.0,4,25,64.4,43.3
114,Operating Systems,5.4,6.3,86.6,59.0,4,25,66.9,65.0
114,Algorithms,5.0,6.3,86.6,59.0,4,25,74.1,69.3
115,Python Programming,1.9,5.1,75.5,81.8,5,23,72.6,60.9
115,DBMS,5.2,5.1,75.5,81.8,5,23,59.4,59.6
115,Data Analytics,6.2,5.1,75.5,81.8,5,23,70.2,68.9
115,Operating Systems,1.4,5.1,75.5,81.8,5,23,77.4,54.6
115,Algorithms,7.8,5.1,75.5,81.8,5,23,92.2,81.4
116,Python Programming,3.0,7.0,70.9,78.8,5,40,51.2,60.1
116,DBMS,6.3,7.0,70.9,78.8,5,40,61.3,57.7
116,Data Analytics,5.0,7.0,70.9,78.8,5,40,87.6,89.3
116,Operating Systems,7.9,7.0,70.9,78.8,5,40,62.4,76.1
116,Algorithms,5.0,7.0,70.9,78.8,5,40,92.6,78.6
117,Python Programming,2.8,6.8,78.0,59.7,5,42,41.7,44.4
117,DBMS,7.8,6.8,78.0,59.7,5,42,52.1,71.5
117,Data Analytics,7.5,6.8,78.0,59.7,5,42,41.7,66.5
117,Operating Systems,7.1,6.8,78.0,59.7,5,42,69.0,78.0
117,Algorithms,6.7,6.8,78.0,59.7,5,42,58.3,72.5
118,Python Programming,1.0,9.6,82.1,89.3,7,11,42.4,57.9
118,DBMS,3.4,9.6,82.1,89.3,7,11,74.8,74.8
118,Data Analytics,5.9,9.6,82.1,89.3,7,11,45.7,71.9
118,Operating Systems,3.8,9.6,82.1,89.3,7,11,79.8,81.6
118,Algorithms,1.2,9.6,82.1,89.3,7,11,56.8,55.3
119,Python Programming,5.8,8.2,100.0,75.5,6,20,46.2,70.2
119,DBMS,6.9,8.2,100.0,75.5,6,20,53.3,67.1
119,Data Analytics,6.0,8.2,100.0,75.5,6,20,76.7,78.1
119,Operating Systems,2.5,8.2,100.0,75.5,6,20,87.5,63.7
119,Algorithms,2.1,8.2,100.0,75.5,6,20,54.6,55.2
120,Python Programming,5.2,6.5,80.6,52.8,2,17,59.7,57.5
120,DBMS,5.5,6.5,80.6,52.8,2,17,46.8,52.6
120,Data Analytics,4.1,6.5,80.6,52.8,2,17,72.2,62.3
120,Operating Systems,5.4,6.5,80.6,52.8,2,17,43.9,45.8
120,Algorithms,6.0,6.5,80.6,52.8,2,17,85.2,71.4
121,Python Programming,3.8,9.1,82.4,80.9,5,22,48.7,58.4
121,DBMS,7.2,9.1,82.4,80.9,5,22,85.3,79.1
121,Data Analytics,3.8,9.1,82.4,80.9,5,22,45.7,64.5
121,Operating Systems,2.3,9.1,82.4,80.9,5,22,83.1,71.9
121,Algorithms,7.3,9.1,82.4,80.9,5,22,72.1,87.6
122,Python Programming,6.8,6.4,59.3,62.1,5,15,47.1,65.8
122,DBMS,5.0,6.4,59.3,62.1,5,15,87.7,73.3
122,Data Analytics,7.6,6.4,59.3,62.1,5,15,63.2,69.0
122,Operating Systems,3.6,6.4,59.3,62.1,5,15,91.5,62.4
122,Algorithms,1.3,6.4,59.3,62.1,5,15,71.1,53.8
123,Python Programming,2.9,7.6,71.6,89.5,6,37,47.1,63.4
123,DBMS,5.7,7.6,71.6,89.5,6,37,91.9,80.3
123,Data Analytics,5.4,7.6,71.6,89.5,6,37,95.0,72.7
123,Operating Systems,1.7,7.6,71.6,89.5,6,37,67.4,65.6
123,Algorithms,4.3,7.6,71.6,89.5,6,37,46.1,59.5
124,Python Programming,6.0,7.9,92.7,93.5,2,35,60.4,66.8
124,DBMS,7.1,7.9,92.7,93.5,2,35,80.2,84.3
124,Data Analytics,6.3,7.9,92.7,93.5,2,35,42.0,65.7
124,Operating Systems,3.8,7.9,92.7,93.5,2,35,91.2,74.4
124,Algorithms,7.8,7.9,92.7,93.5,2,35,42.9,64.7
125,Python Programming,5.7,9.9,76.6,70.1,2,39,85.3,77.1
125,DBMS,6.5,9.9,76.6,70.1,2,39,69.9,72.5
125,Data Analytics,2.7,9.9,76.6,70.1,2,39,90.1,63.5
125,Operating Systems,6.9,9.9,76.6,70.1,2,39,79.0,71.1
125,Algorithms,7.3,9.9,76.6,70.1,2,39,54.7,74.1
126,Python Programming,4.2,7.6,86.2,100.0,3,24,54.7,63.3
126,DBMS,2.5,7.6,86.2,100.0,3,24,47.2,55.6
126,Data Analytics,1.5,7.6,86.2,100.0,3,24,61.0,61.8
126,Operating Systems,3.6,7.6,86.2,100.0,3,24,50.0,49.3
126,Algorithms,3.4,7.6,86.2,100.0,3,24,80.6,65.2
127,Python Programming,4.8,5.2,86.3,77.5,5,13,85.6,71.1
127,DBMS,5.2,5.2,86.3,77.5,5,13,56.0,59.3
127,Data Analytics,7.3,5.2,86.3,77.5,5,13,79.1,74.1
127,Operating Systems,7.6,5.2,86.3,77.5,5,13,73.2,71.4
127,Algorithms,5.7,5.2,86.3,77.5,5,13,72.0,68.6
128,Python Programming,2.0,7.6,100.0,56.1,4,11,74.2,55.8
128,DBMS,6.5,7.6,100.0,56.1,4,11,71.8,73.1
128,Data Analytics,5.5,7.6,100.0,56.1,4,11,61.3,63.0
128,Operating Systems,5.7,7.6,100.0,56.1,4,11,54.3,66.2
128,Algorithms,3.0,7.6,100.0,56.1,4,11,65.8,57.7
129,Python Programming,5.4,7.9,83.3,81.7,3,24,64.6,67.8
129,DBMS,1.9,7.9,83.3,81.7,3,24,92.7,58.1
129,Data Analytics,4.5,7.9,83.3,81.7,3,24,77.4,69.5
129,Operating Systems,1.5,7.9,83.3,81.7,3,24,55.1,50.9
129,Algorithms,4.8,7.9,83.3,81.7,3,24,63.8,71.6
130,Python Programming,6.6,6.6,65.8,62.4,4,15,87.0,75.1
130,DBMS,2.7,6.6,65.8,62.4,4,15,92.8,63.7
130,Data Analytics,2.8,6.6,65.8,62.4,4,15,64.0,55.3
130,Operating Systems,5.2,6.6,65.8,62.4,4,15,44.0,54.7
130,Algorithms,2.3,6.6,65.8,62.4,4,15,83.6,59.2
131,Python Programming,6.4,7.9,80.3,73.6,3,12,57.0,67.5
131,DBMS,2.6,7.9,80.3,73.6,3,12,65.2,59.8
131,Data Analytics,5.2,7.9,80.3,73.6,3,12,85.9,74.1
131,Operating Systems,6.5,7.9,80.3,73.6,3,12,60.7,73.9
131,Algorithms,1.3,7.9,80.3,73.6,3,12,84.4,61.0
132,Python Programming,4.4,5.0,80.6,62.3,4,33,76.4,57.8
132,DBMS,1.8,5.0,80.6,62.3,4,33,55.9,50.6
132,Data Analytics,8.0,5.0,80.6,62.3,4,33,42.5,59.9
132,Operating Systems,6.3,5.0,80.6,62.3,4,33,60.4,69.1
132,Algorithms,7.4,5.0,80.6,62.3,4,33,92.3,73.4
133,Python Programming,2.7,8.5,61.3,47.4,3,5,50.5,50.3
133,DBMS,7.4,8.5,61.3,47.4,3,5,45.6,47.0
133,Data Analytics,1.3,8.5,61.3,47.4,3,5,42.0,35.3
133,Operating Systems,2.2,8.5,61.3,47.4,3,5,87.7,46.1
133,Algorithms,5.1,8.5,61.3,47.4,3,5,68.4,65.7
134,Python Programming,7.2,8.4,71.9,88.2,5,30,63.1,74.5
134,DBMS,6.5,8.4,71.9,88.2,5,30,66.2,67.0
134,Data Analytics,5.1,8.4,71.9,88.2,5,30,50.2,64.4
134,Operating Systems,3.3,8.4,71.9,88.2,5,30,87.0,58.9
134,Algorithms,6.7,8.4,71.9,88.2,5,30,86.0,82.8
135,Python Programming,1.3,5.4,92.4,75.9,3,27,56.0,54.3
135,DBMS,7.5,5.4,92.4,75.9,3,27,61.6,76.6
135,Data Analytics,5.1,5.4,92.4,75.9,3,27,43.4,66.9
135,Operating Systems,3.5,5.4,92.4,75.9,3,27,79.8,59.7
135,Algorithms,1.1,5.4,92.4,75.9,3,27,64.1,47.0
136,Python Programming,6.3,5.6,74.1,93.3,4,9,73.5,75.5
136,DBMS,7.3,5.6,74.1,93.3,4,9,85.0,74.1
136,Data Analytics,1.9,5.6,74.1,93.3,4,9,58.5,48.3
136,Operating Systems,8.0,5.6,74.1,93.3,4,9,62.3,76.1
136,Algorithms,4.8,5.6,74.1,93.3,4,9,48.2,54.2
137,Python Programming,2.9,4.3,67.1,62.5,3,13,74.6,55.5
137,DBMS,4.4,4.3,67.1,62.5,3,13,59.9,52.9
137,Data Analytics,1.9,4.3,67.1,62.5,3,13,70.8,51.0
137,Operating Systems,6.5,4.3,67.1,62.5,3,13,79.0,59.2
137,Algorithms,2.3,4.3,67.1,62.5,3,13,45.4,39.9
138,Python Programming,1.2,7.3,77.3,85.0,3,21,42.9,47.7
138,DBMS,2.0,7.3,77.3,85.0,3,21,51.7,46.4
138,Data Analytics,1.8,7.3,77.3,85.0,3,21,82.1,63.4
138,Operating Systems,5.7,7.3,77.3,85.0,3,21,63.9,57.0
138,Algorithms,4.4,7.3,77.3,85.0,3,21,67.9,66.4
139,Python Programming,4.9,6.7,87.9,74.1,2,8,67.6,59.5
139,DBMS,5.9,6.7,87.9,74.1,2,8,69.4,49.2
139,Data Analytics,3.2,6.7,87.9,74.1,2,8,66.5,58.5
139,Operating Systems,1.8,6.7,87.9,74.1,2,8,92.9,58.9
139,Algorithms,6.7,6.7,87.9,74.1,2,8,77.2,64.5
140,Python Programming,3.2,8.5,65.1,90.9,7,11,91.4,79.1
140,DBMS,7.0,8.5,65.1,90.9,7,11,94.0,81.6
140,Data Analytics,2.1,8.5,65.1,90.9,7,11,50.3,61.7
140,Operating Systems,1.1,8.5,65.1,90.9,7,11,61.5,57.4
140,Algorithms,7.5,8.5,65.1,90.9,7,11,63.7,72.8
141,Python Programming,5.7,8.4,82.6,64.9,4,23,44.0,59.0
141,DBMS,2.4,8.4,82.6,64.9,4,23,61.0,53.4
141,Data Analytics,6.5,8.4,82.6,64.9,4,23,83.2,78.0
141,Operating Systems,5.2,8.4,82.6,64.9,4,23,94.5,78.4
141,Algorithms,7.4,8.4,82.6,64.9,4,23,40.6,63.2
142,Python Programming,5.1,6.9,84.0,97.7,3,30,51.2,59.1
142,DBMS,4.6,6.9,84.0,97.7,3,30,44.1,60.2
142,Data Analytics,6.2,6.9,84.0,97.7,3,30,74.7,86.0
142,Operating Systems,4.8,6.9,84.0,97.7,3,30,77.9,72.1
142,Algorithms,2.2,6.9,84.0,97.7,3,30,90.9,62.0
143,Python Programming,2.9,5.9,78.8,100.0,5,6,40.8,59.9
143,DBMS,7.8,5.9,78.8,100.0,5,6,53.8,78.4
143,Data Analytics,5.3,5.9,78.8,100.0,5,6,57.2,71.2
143,Operating Systems,2.9,5.9,78.8,100.0,5,6,72.9,63.4
143,Algorithms,5.1,5.9,78.8,100.0,5,6,78.6,74.5
144,Python Programming,4.2,9.5,71.4,84.3,2,13,92.7,72.3
144,DBMS,3.8,9.5,71.4,84.3,2,13,86.2,72.5
144,Data Analytics,7.8,9.5,71.4,84.3,2,13,45.6,62.4
144,Operating Systems,1.1,9.5,71.4,84.3,2,13,63.8,54.9
144,Algorithms,7.4,9.5,71.4,84.3,2,13,63.9,70.8
145,Python Programming,2.4,4.6,75.6,79.0,2,24,76.0,46.5
145,DBMS,6.7,4.6,75.6,79.0,2,24,42.8,50.5
145,Data Analytics,2.5,4.6,75.6,79.0,2,24,72.8,43.9
145,Operating Systems,5.2,4.6,75.6,79.0,2,24,60.5,60.9
145,Algorithms,3.7,4.6,75.6,79.0,2,24,67.1,53.2
146,Python Programming,4.7,6.0,89.2,96.3,4,31,43.8,62.1
146,DBMS,3.6,6.0,89.2,96.3,4,31,90.6,77.2
146,Data Analytics,2.9,6.0,89.2,96.3,4,31,60.3,70.9
146,Operating Systems,7.3,6.0,89.2,96.3,4,31,76.7,76.9
146,Algorithms,5.4,6.0,89.2,96.3,4,31,53.7,71.6
147,Python Programming,1.4,9.6,73.9,57.7,5,19,85.4,63.6
147,DBMS,3.0,9.6,73.9,57.7,5,19,64.4,57.0
147,Data Analytics,4.4,9.6,73.9,57.7,5,19,91.0,74.0
147,Operating Systems,1.7,9.6,73.9,57.7,5,19,82.0,71.5
147,Algorithms,2.8,9.6,73.9,57.7,5,19,48.8,49.3
148,Python Programming,6.6,5.4,85.4,83.6,4,39,40.4,65.0
148,DBMS,7.5,5.4,85.4,83.6,4,39,64.4,63.2
148,Data Analytics,6.2,5.4,85.4,83.6,4,39,44.2,62.1
148,Operating Systems,7.1,5.4,85.4,83.6,4,39,85.5,80.5
148,Algorithms,6.5,5.4,85.4,83.6,4,39,74.8,69.1
149,Python Programming,4.9,5.8,65.9,84.6,2,10,67.7,59.0
149,DBMS,2.4,5.8,65.9,84.6,2,10,87.2,64.3
149,Data Analytics,7.0,5.8,65.9,84.6,2,10,81.2,73.9
149,Operating Systems,4.1,5.8,65.9,84.6,2,10,73.6,62.4
149,Algorithms,2.3,5.8,65.9,84.6,2,10,78.2,51.7
150,Python Programming,6.1,6.6,75.8,84.3,2,41,68.3,68.3
150,DBMS,2.1,6.6,75.8,84.3,2,41,44.6,44.6
150,Data Analytics,3.5,6.6,75.8,84.3,2,41,45.8,52.7
150,Operating Systems,2.6,6.6,75.8,84.3,2,41,68.6,48.8
150,Algorithms,1.4,6.6,75.8,84.3,2,41,61.5,52.8
151,Python Programming,3.9,6.0,72.6,78.9,5,13,63.6,60.7
151,DBMS,4.8,6.0,72.6,78.9,5,13,78.3,64.0
151,Data Analytics,4.5,6.0,72.6,78.9,5,13,62.7,64.6
151,Operating Systems,7.1,6.0,72.6,78.9,5,13,74.7,68.9
151,Algorithms,5.2,6.0,72.6,78.9,5,13,46.4,58.8
152,Python Programming,7.3,6.4,71.0,59.7,3,30,51.2,61.1
152,DBMS,4.6,6.4,71.0,59.7,3,30,63.1,56.8
152,Data Analytics,4.9,6.4,71.0,59.7,3,30,74.6,58.1
152,Operating Systems,5.8,6.4,71.0,59.7,3,30,53.9,63.6
152,Algorithms,6.7,6.4,71.0,59.7,3,30,86.4,72.1
153,Python Programming,7.0,6.7,59.1,90.7,2,23,88.5,91.2
153,DBMS,4.3,6.7,59.1,90.7,2,23,44.2,58.2
153,Data Analytics,7.3,6.7,59.1,90.7,2,23,51.2,61.1
153,Operating Systems,1.5,6.7,59.1,90.7,2,23,88.3,63.2
153,Algorithms,7.8,6.7,59.1,90.7,2,23,43.7,51.1
154,Python Programming,8.0,7.3,73.9,79.4,3,24,70.7,74.6
